,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,InformedConsent,Prolific,Overall_knowledge,importance_role,industry_regulations,guidelines,awareness,measures,measures_11_TEXT,report_issue,frequency_informed,review_policies,concern,Confidence,confident_prevent,knowledge,maintain_tools,rank_tools_1,rank_tools_2,rank_tools_3,rank_tools_4,rank_tools_5,antivirus_scans,Considerations,AI_in_cybersecurity,AI usage,ai_accuracy,Bias_security,wrong_identification,Worst_Outcome,Trust in AI,Review_frequency,location_policies,Consequences,Effectiveness,rank_steps_1,rank_steps_2,rank_steps_3,rank_steps_4,rank_steps_5,specialist,it_specialist_increase,it_specialist_solve,improvement_cybersecurity,training,follow_training,frequency_training,relevancy,Knowledge_increase_after_training,implementation,increase_in_effectiveness,familiarity_with_phishing,password_update_frequency,public_networks,Lock_screen,Sensitive_information_on_local,Same_password_multiple_systems,pop_up_frequency,download_unrelated,received_emails_with_link,CIRP_available,dedicated_department_cyberthreat,tests_within_company,notification_protocol,protocols_sharing_info,Age,nationality,Gender,sector,Company Size,department,Years of Experience,questions,PROLIFIC_PID
132,2024-09-30 16:20:48,2024-09-30 16:36:06,IP Address,129.205.135.202,100,918,True,2024-09-30 16:36:07,R_2fvsk7EkcqVfZYZ,-34.0486,18.4811,anonymous,EN,Yes,616aacaa8686a08022edd852,Neutral,Very important,Yes,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Anti-virus software,Employee training",,Extremely likely,Always,I don't know,A great deal,A little,None at all,Somewhat adequate,I don't update or maintain them,1,2,3,4,5,Monthly,Integration with other tools,Maybe,I don't know,,,,,,Quarterly,"Yes, I know exactly where they are",Very familiar,Neutral,3,5,1,4,2,Yes,Yes,Sometimes,No,No,"Yes, willingly",Never,,,,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Always,Never,No,No,No,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",No,Yes,I don't know,Yes,I don't know,39,RSA,Female,Non-Profit and NGOs,100+,Sales & Marketing,less than 1 year,Less than 1 year,616aacaa8686a08022edd852
133,2024-09-30 16:18:21,2024-09-30 16:36:11,IP Address,105.4.7.243,100,1069,True,2024-09-30 16:36:11,R_20DIqeyK4V805RH,-26.2309,28.0583,anonymous,EN,Yes,66ceca5eafe43c5c9ebfb30c,Knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Employee training,Password Manager",,Extremely likely,Most of the time,Biannually,A great deal,A great deal,A great deal,Extremely adequate,Monthly,4,3,2,1,5,Monthly,Accuracy,Yes,No,,,,,,Monthly or more frequently,"Yes, I know exactly where they are",Somewhat familiar,"Yes, they are somewhat effective",4,5,1,2,3,Yes,Yes,Often,Yes,Yes,,Quarterly,Very relevant,Significantly,Always,Yes,Very confident,Every few months,"Yes, but only with my personal devices",Often,Always,Yes,Yes,No,Ignore,Yes,Yes,Every 6 months,Yes,Yes,27,Black ,Female,Finance and Banking,,,,More than 20 years,66ceca5eafe43c5c9ebfb30c
134,2024-09-30 16:20:42,2024-09-30 16:36:30,IP Address,41.115.27.37,100,947,True,2024-09-30 16:36:30,R_2ImW9QOEBZ1oPo5,-29.8556,31.0449,anonymous,EN,Yes,668f803f3d9a292b9c5d6b33,Knowledgeable,Extremely important,Yes,Often,Yes,"Firewalls,Encryption,Anti-virus software",,Extremely likely,Sometimes,Quarterly,A great deal,A great deal,A lot,Extremely adequate,Monthly,5,3,1,2,4,Rarely,Accuracy,Yes,Yes,A great deal,A great deal,A great deal,False negatives (i.e. phishing emails appearing in your inbox),Transparency in how AI works,Every 6 months,"Yes, but I'm not sure of the exact location",Neutral,"Yes, they are somewhat effective",5,4,2,1,3,Yes,Yes,Always,Yes,Yes,,Annually,Relevant,Significantly,Always,Yes,Somewhat confident,Every few months,"No, only private networks",Often,Always,No,No,No,Delete the message,Yes,Yes,Every 6 months,Yes,Yes,24,South African,Female,Manufacturing,51-100,Other,1-3 years,3 - 5 years,668f803f3d9a292b9c5d6b33
135,2024-09-30 16:20:39,2024-09-30 16:36:47,IP Address,84.120.154.198,100,968,True,2024-09-30 16:36:48,R_8rv2koSPaxuOvN7,39.475,-0.4117,anonymous,EN,Yes,5f3466e39bf00338f776714b,Neutral,Moderately important,I don't know,Sometimes,Yes,Secure Password (E.g: Pm8QjZF1Dcj2Dmx),,Somewhat likely,Sometimes,I don't know,A lot,A moderate amount,A moderate amount,Somewhat adequate,Less frequently,2,3,4,1,5,Weekly,Ease of use,Yes,I don't know,,,,,,Never,"No, I don't know where they are",Neutral,Neutral,2,3,1,4,5,Yes,Yes,Sometimes,Not sure,I Don't Know,"Yes, willingly",Never,,,,Yes,Somewhat confident,Only when forced,"Yes, but only with my personal devices",Always,Sometimes,No,No,No,Ignore,I don't know,Yes,I don't know,Yes,I don't know,44,Nigerian ,Female,Agriculture and Food Production,100+,Operations & Supply Chain,1-3 years,10 - 20 years,5f3466e39bf00338f776714b
136,2024-09-30 16:21:14,2024-09-30 16:37:03,IP Address,31.183.142.67,100,948,True,2024-09-30 16:37:03,R_8N8cZ0OmAtDosxj,51.754,19.4673,anonymous,EN,Yes,66c37436187261ea908a8aea,Knowledgeable,Very important,No,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Sometimes,Annually,A lot,A moderate amount,A moderate amount,Somewhat adequate,Weekly,2,1,4,5,3,Monthly,Accuracy,Yes,Yes,A lot,A moderate amount,A moderate amount,False negatives (i.e. phishing emails appearing in your inbox),Proven track record of reliability,Once a year,"Yes, I know exactly where they are",Somewhat familiar,"Yes, they are somewhat effective",5,4,1,3,2,Yes,Yes,Sometimes,Yes,No,"Yes, willingly",Never,,,,Yes,Very confident,Every few months,"Yes, but only with my personal devices",Always,Sometimes,No,No,No,Delete the message,No,No,Never,Yes,Yes,50,Polish,Male,Information Technology (IT),100+,IT & Engineering,more than 10 years,10 - 20 years,66c37436187261ea908a8aea
137,2024-09-30 16:19:27,2024-09-30 16:37:31,IP Address,41.216.202.13,100,1084,True,2024-09-30 16:37:32,R_2AtAVbfeGlp4Hn3,-26.2309,28.0583,anonymous,EN,Yes,6175afc46430bb95e749e79d,Neutral,Moderately important,Yes,Always,Yes,"Encryption,Two-factor authentication,Data backups,Employee training,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Most of the time,Monthly,A lot,A great deal,A great deal,Somewhat adequate,Monthly,3,1,2,4,5,Daily,Speed,Maybe,Yes,A moderate amount,A little,A lot,False negatives (i.e. phishing emails appearing in your inbox),Recommendations from other businesses,Quarterly,"No, I don't know where they are",Not very familiar,"Yes, they are somewhat effective",5,4,3,2,1,No,,,,Yes,,,Relevant,Significantly,Moderately,Yes,Not very confident,Monthly,"Yes, but only with my personal devices",Always,Never,No,No,No,Delete the message,I don't know,I don't know,Actively and randomly all the time,I don't know,Yes,35,South African,Female,Public Relations and Marketing,2024-11-25 00:00:00,Sales & Marketing,5-10 years,1 - 3 years,6175afc46430bb95e749e79d
138,2024-09-30 16:21:13,2024-09-30 16:38:01,IP Address,197.184.182.149,100,1007,True,2024-09-30 16:38:01,R_2nfT4pqhcAlwpR7,-26.2309,28.0583,anonymous,EN,Yes,5f49fd29edde0c564e9f83c6,Neutral,Moderately important,Yes,Often,Yes,"Encryption,Two-factor authentication,Anti-virus software,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Sometimes,Biannually,A great deal,A lot,A lot,Somewhat adequate,Less frequently,4,3,5,2,1,Weekly,Accuracy,Yes,Yes,A lot,A little,A little,False negatives (i.e. phishing emails appearing in your inbox),Transparency in how AI works,Every 6 months,"No, I don't know where they are",Not very familiar,"Yes, they are very effective",5,4,2,1,3,Yes,No,Often,Yes,No,"Yes, willingly",Annually,,,,Yes,Very confident,Every few months,"Yes, but only with my personal devices",Sometimes,Often,No,No,Yes,Delete the message,No,Yes,I don't know,Yes,Yes,28,South African,Male,Information Technology (IT),2024-11-25 00:00:00,IT & Engineering,1-3 years,5 - 10 years,5f49fd29edde0c564e9f83c6
139,2024-09-30 16:16:14,2024-09-30 16:39:09,IP Address,85.242.244.35,100,1375,True,2024-09-30 16:39:10,R_8R8XSSFQlpgcSdH,38.7905,-9.1859,anonymous,EN,Yes,584e7a66e42c2a00013099ac,Not very knowledgeable,Extremely important,No,Sometimes,Yes,"Firewalls,Anti-virus software",,Somewhat likely,Never,I don't know,A lot,A moderate amount,A little,Extremely inadequate,Monthly,1,2,4,3,5,Monthly,Ease of use,Yes,No,,,,,,Never,"No, I don't know where they are",Neutral,"Yes, they are somewhat effective",5,1,2,3,4,Yes,Not sure,Sometimes,No,No,"Yes, willingly",Never,,,,Yes,Somewhat confident,Annually,"No, only private networks",Always,Often,Yes,Yes,No,Delete the message,No,No,Never,No,No,37,Portuguese,Female,Retail and E-commerce,2024-11-25 00:00:00,Finance & Accounting,5-10 years,More than 20 years,584e7a66e42c2a00013099ac
140,2024-09-30 16:17:06,2024-09-30 16:39:33,IP Address,41.144.35.119,100,1347,True,2024-09-30 16:39:33,R_82Yijj7cPk6Nkq4,-29.9056,30.9405,anonymous,EN,Yes,6004ff08542fe932efbfd8a0,Knowledgeable,Slightly important,Yes,Often,Not sure,"Encryption,Two-factor authentication,Anti-virus software,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat unlikely,Never,I don't know,A lot,,A moderate amount,Somewhat adequate,Less frequently,2,4,5,3,1,Rarely,Integration with other tools,Yes,No,,,,,,Once a year,"Yes, but I'm not sure of the exact location",Not very familiar,Neutral,1,5,2,3,4,No,,,,No,Only if mandatory,,,,,Yes,Somewhat confident,Every few months,"Yes, but only with my personal devices",Sometimes,Often,No,No,No,Ignore,No,No,Never,Yes,I don't know,26,African,Female,Consulting and Professional Services,2024-01-10 00:00:00,Product Development & R&D,less than 1 year,1 - 3 years,6004ff08542fe932efbfd8a0
141,2024-09-30 16:22:06,2024-09-30 16:40:14,IP Address,41.144.32.36,100,1088,True,2024-09-30 16:40:15,R_8VavJdNfgoin1CZ,-29.9056,30.9405,anonymous,EN,Yes,668970d8dd2605a617d7c2e3,Knowledgeable,Extremely important,Yes,Often,Yes,"Firewalls,Two-factor authentication,Data backups,Anti-virus software,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Most of the time,Monthly,A little,A great deal,A lot,Somewhat adequate,Monthly,1,5,3,2,4,Daily,Speed,Maybe,Yes,A moderate amount,A little,A moderate amount,False positives (i.e. harmless emails being identified as suspicious and being blocked),Proven track record of reliability,Monthly or more frequently,"Yes, I know exactly where they are",Neutral,"Yes, they are somewhat effective",5,2,4,1,3,Yes,Yes,Often,Yes,No,"Yes, willingly",Annually,,,,Yes,Very confident,Monthly,"No, only private networks",Always,Often,No,No,Yes,Ignore,I don't know,Yes,Once a year,Yes,Yes,24,Black/ African ,Female,Agriculture and Food Production,51-100,Other,3-5 years,More than 20 years,668970d8dd2605a617d7c2e3
142,2024-09-30 16:25:58,2024-09-30 16:40:43,IP Address,41.216.204.56,100,884,True,2024-09-30 16:40:43,R_8BP6B43ROZftUSR,-34.0486,18.4811,anonymous,EN,Yes,66799738d4d698da4dfc2bc5,Very knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Anti-virus software,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Never,Quarterly,A great deal,A great deal,A great deal,Extremely adequate,Daily,3,2,4,1,5,Monthly,Accuracy,Maybe,Yes,A great deal,A moderate amount,A great deal,False negatives (i.e. phishing emails appearing in your inbox),Proven track record of reliability,Quarterly,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",4,5,2,1,3,Yes,Yes,Sometimes,Yes,Yes,,Quarterly,Very relevant,Significantly,Always,Yes,Neutral,Every few months,"Yes, but only with my personal devices",Sometimes,Sometimes,Yes,No,Yes,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",Yes,Yes,Actively and randomly all the time,Yes,Yes,30,Zimbabwean,Female,Media and Entertainment,51-100,Customer Service & Support,3-5 years,5 - 10 years,66799738d4d698da4dfc2bc5
143,2024-09-30 16:35:32,2024-09-30 16:40:45,IP Address,105.245.106.252,100,312,True,2024-09-30 16:40:45,R_8VwpOwZcbVzWWYx,-25.7599,28.2604,anonymous,EN,Yes,6105cde05e18eeaa7cc8b24f,Knowledgeable,Extremely important,Yes,Often,Yes,"Firewalls,Two-factor authentication,Data backups,Anti-virus software,Employee training,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Most of the time,Biannually,A great deal,A great deal,A great deal,Somewhat adequate,Weekly,5,2,4,1,3,Daily,Integration with other tools,Maybe,No,,,,,,Quarterly,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",5,4,2,3,1,Yes,Yes,Often,Yes,Yes,,Quarterly,Relevant,Significantly,Always,Yes,Somewhat confident,Every few months,"Yes, but only with my personal devices",Often,Sometimes,Yes,Yes,No,Ignore,Yes,Yes,Once a year,Yes,I don't know,26,South African,Male,Information Technology (IT),2024-11-25 00:00:00,Sales & Marketing,1-3 years,5 - 10 years,6105cde05e18eeaa7cc8b24f
144,2024-09-30 16:22:17,2024-09-30 16:41:03,IP Address,41.122.11.153,100,1125,True,2024-09-30 16:41:03,R_2kpSlSY5rZBajzH,-29.8556,31.0449,anonymous,EN,Yes,66ab89b34f0525b16b74e5aa,Very knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Always,Monthly,A great deal,A great deal,A lot,Extremely adequate,Weekly,2,3,1,5,4,Weekly,Accuracy,Yes,Yes,A great deal,A moderate amount,A moderate amount,False positives (i.e. harmless emails being identified as suspicious and being blocked),Proven track record of reliability,Monthly or more frequently,"Yes, but I'm not sure of the exact location",Very familiar,"Yes, they are very effective",2,3,4,1,5,Yes,Yes,Always,Yes,Yes,,Monthly,Relevant,Significantly,Always,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Always,Rarely,No,Yes,No,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",Yes,Yes,Actively and randomly all the time,Yes,Yes,46,South African ,Female,Finance and Banking,100+,Finance & Accounting,more than 10 years,More than 20 years,66ab89b34f0525b16b74e5aa
145,2024-09-30 16:21:27,2024-09-30 16:41:39,IP Address,41.145.194.195,100,1212,True,2024-09-30 16:41:40,R_2nzmBZ6kTZqP2KZ,-26.2309,28.0583,anonymous,EN,Yes,66a64b1d729fee55efe89579,Knowledgeable,Extremely important,Yes,Always,Yes,"Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Password Manager",,Extremely likely,Most of the time,Quarterly,A lot,A lot,A moderate amount,Somewhat adequate,Weekly,5,1,3,2,4,Weekly,Accuracy,Yes,Yes,A great deal,A little,Not all,False positives (i.e. harmless emails being identified as suspicious and being blocked),Proven track record of reliability,Quarterly,"Yes, I know exactly where they are",Very familiar,"Yes, they are somewhat effective",4,5,1,2,3,Yes,Yes,Often,Yes,Yes,,Annually,Very relevant,Significantly,Always,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Always,Sometimes,No,Yes,No,Ignore,Yes,No,Actively and randomly all the time,Yes,Yes,32,Zimbabwean,Female,Transportation and Logistics,100+,Operations & Supply Chain,5-10 years,10 - 20 years,66a64b1d729fee55efe89579
146,2024-09-30 16:17:54,2024-09-30 16:41:58,IP Address,197.184.168.97,100,1444,True,2024-09-30 16:41:59,R_2mOQ4y5hhZ04MR9,-26.2309,28.0583,anonymous,EN,Yes,66ae4bb6618c4fc7d374f99e,Very knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Always,Monthly,None at all,A great deal,A great deal,Extremely adequate,Weekly,,,,,,Weekly,Speed,Yes,Yes,A great deal,A great deal,A lot,False positives (i.e. harmless emails being identified as suspicious and being blocked),Transparency in how AI works,Monthly or more frequently,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",1,3,2,4,5,Yes,Yes,Often,Yes,Yes,,Monthly,Very relevant,Significantly,Always,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Always,Often,No,Yes,No,Ignore,Yes,Yes,Monthly,Yes,Yes,31,south africa,Female,Finance and Banking,100+,Finance & Accounting,5-10 years,More than 20 years,66ae4bb6618c4fc7d374f99e
147,2024-09-30 16:18:42,2024-09-30 16:42:43,IP Address,102.219.27.4,100,1441,True,2024-09-30 16:42:44,R_2g8zMi1YQKqlS02,-26.2309,28.0583,anonymous,EN,Yes,615ae38adcc6bf035701d512,Knowledgeable,Very important,Yes,Always,Yes,"Firewalls,Data backups,Employee training,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Most of the time,Monthly,A lot,A lot,A moderate amount,Somewhat adequate,Monthly,4,1,5,2,3,Monthly,Integration with other tools,Yes,Yes,A moderate amount,A moderate amount,A little,False positives (i.e. harmless emails being identified as suspicious and being blocked),Proven track record of reliability,Quarterly,"Yes, I know exactly where they are",Very familiar,"Yes, they are somewhat effective",1,2,4,3,5,Yes,Yes,Sometimes,Yes,Yes,,Quarterly,Relevant,Slightly,Moderately,Yes,Somewhat confident,Monthly,"No, only private networks",Often,Sometimes,No,Yes,Yes,Delete the message,Yes,Yes,Actively and randomly all the time,Yes,Yes,47,South African,Female,Retail and E-commerce,100+,Human Resources & Administration,more than 10 years,More than 20 years,615ae38adcc6bf035701d512
148,2024-09-30 16:19:09,2024-09-30 16:42:57,IP Address,102.219.169.252,100,1427,True,2024-09-30 16:42:57,R_2ERzOtFYma0llBE,-33.9258,18.4259,anonymous,EN,Yes,6112e38f811a9d11384fd173,Knowledgeable,Very important,I don't know,Sometimes,Yes,"Firewalls,Data backups,Anti-virus software,Password Manager",,Extremely likely,Sometimes,I don't know,A great deal,A lot,A lot,Somewhat adequate,I don't update or maintain them,1,3,5,2,4,Never,Accuracy,Maybe,I don't know,,,,,,Quarterly,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are somewhat effective",4,2,3,5,1,Yes,Yes,Often,Yes,No,"Yes, willingly",Never,,,,Yes,Somewhat confident,Every few months,"Yes, but only with my personal devices",Often,Often,No,No,No,Delete the message,I don't know,Yes,Never,Yes,I don't know,37,Zimbabwean,Female,Hospitality,26-50,Human Resources & Administration,5-10 years,10 - 20 years,6112e38f811a9d11384fd173
149,2024-09-30 16:20:44,2024-09-30 16:45:14,IP Address,105.12.1.223,100,1470,True,2024-09-30 16:45:15,R_2Po1w7iCpfa3mqr,-26.2309,28.0583,anonymous,EN,Yes,66a3b21338f55a028d623964,Very knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Anti-virus software,Password Manager",,Extremely likely,Always,Monthly,A great deal,A great deal,A great deal,Extremely adequate,Monthly,3,2,5,1,4,Daily,Integration with other tools,Yes,Yes,A great deal,A moderate amount,A lot,False positives (i.e. harmless emails being identified as suspicious and being blocked),Proven track record of reliability,Monthly or more frequently,"Yes, I know exactly where they are",Very familiar,"Yes, they are somewhat effective",2,3,4,5,1,Yes,Yes,Always,Yes,Yes,,Monthly,Very relevant,Significantly,Always,Yes,Very confident,Annually,"No, only private networks",Often,Always,No,Yes,No,Ignore,Yes,Yes,Never,Yes,No,27,South Africa,Female,Information Technology (IT),51-100,IT & Engineering,,3 - 5 years,66a3b21338f55a028d623964
150,2024-09-30 16:20:34,2024-09-30 16:45:29,IP Address,197.229.7.218,100,1494,True,2024-09-30 16:45:29,R_8kRmNNdr8No8xqu,-33.9258,18.4259,anonymous,EN,Yes,667034c2d7e05a7eeecf7d1c,Knowledgeable,Moderately important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Employee training,Virtual Private Network (VPN),Password Manager",,Extremely likely,Most of the time,Quarterly,A little,A great deal,A great deal,Extremely adequate,Monthly,1,2,3,4,5,Monthly,Accuracy,Yes,Yes,A moderate amount,A moderate amount,A moderate amount,False positives (i.e. harmless emails being identified as suspicious and being blocked),Recommendations from other businesses,Quarterly,"Yes, I know exactly where they are",Neutral,"Yes, they are very effective",5,3,2,4,1,Yes,Yes,Often,Yes,Yes,,Quarterly,Relevant,Moderately,Always,Yes,Somewhat confident,Monthly,"Yes, but only with my personal devices",Always,Rarely,No,No,No,Ignore,Yes,I don't know,Actively and randomly all the time,Yes,Yes,24,South African,Female,Information Technology (IT),51-100,IT & Engineering,1-3 years,10 - 20 years,667034c2d7e05a7eeecf7d1c
151,2024-09-30 16:21:02,2024-09-30 16:49:22,IP Address,85.27.8.212,100,1699,True,2024-09-30 16:49:22,R_2whK4ylPHY8U06L,50.8344,4.368,anonymous,EN,Yes,60fd1df8bc352e3fec9531e7,Knowledgeable,Slightly important,Yes,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Anti-virus software",,Somewhat likely,About half the time,I don't know,A moderate amount,A great deal,A lot,Extremely adequate,Less frequently,3,2,4,5,1,Daily,Accuracy,Yes,No,,,,,,Once a year,"Yes, I know exactly where they are",Neutral,"Yes, they are somewhat effective",4,5,2,1,3,Yes,Yes,Always,Yes,No,Only if mandatory,Annually,,,,Not sure,Somewhat confident,Only when forced,"Yes, but only with my personal devices",Always,Sometimes,Yes,No,No,Delete the message,No,No,I don't know,I don't know,I don't know,25,French,Female,Media and Entertainment,100+,Sales & Marketing,less than 1 year,5 - 10 years,60fd1df8bc352e3fec9531e7
152,2024-09-30 16:30:29,2024-09-30 16:54:48,IP Address,78.131.66.9,100,1458,True,2024-09-30 16:54:48,R_2WHDxMHPCYOGlwJ,47.5636,19.0947,anonymous,EN,Yes,60f43127b2b2e32120869426,Knowledgeable,Very important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Employee training,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,About half the time,Quarterly,A moderate amount,A lot,A lot,Somewhat adequate,Weekly,4,1,3,2,5,Daily,Accuracy,Yes,Yes,A lot,A little,A little,False negatives (i.e. phishing emails appearing in your inbox),Proven track record of reliability,Quarterly,"Yes, I know exactly where they are",Somewhat familiar,"Yes, they are very effective",4,5,2,1,3,Yes,Yes,Often,Yes,Yes,,Quarterly,Relevant,Significantly,Moderately,Yes,Somewhat confident,Every few months,"No, only private networks",Often,Rarely,No,No,No,Delete the message,Yes,Yes,Monthly,Yes,Yes,23,Hungarian,Male,Information Technology (IT),100+,IT & Engineering,3-5 years,10 - 20 years,60f43127b2b2e32120869426
153,2024-09-30 16:19:57,2024-09-30 16:56:01,IP Address,216.21.164.204,100,2163,True,2024-09-30 16:56:02,R_6K1vw6pqYkrPYxb,38.9592,-94.5961,anonymous,EN,Yes,614b2994a6bd480cee7222dd,Neutral,Slightly important,No,Often,No,"Firewalls,Encryption,Two-factor authentication,Data backups,Password Manager",,Neither likely nor unlikely,Never,Never,A little,A lot,A moderate amount,Somewhat adequate,Less frequently,1,3,2,5,4,Monthly,Accuracy,Maybe,No,,,,,,Once a year,"Yes, I know exactly where they are",Somewhat familiar,"Yes, they are somewhat effective",4,3,1,2,5,No,,,,No,"Yes, willingly",,,,,No,Somewhat confident,Every few months,"No, only private networks",Often,Often,Yes,No,No,Ignore,No,No,Never,No,No,44,American,Female,Finance and Banking,2024-11-25 00:00:00,Finance & Accounting,more than 10 years,More than 20 years,614b2994a6bd480cee7222dd
154,2024-09-30 17:17:55,2024-09-30 17:28:45,IP Address,87.110.151.142,100,649,True,2024-09-30 17:28:46,R_2kTAwuQXqM5qXqV,56.5128,21.0154,anonymous,EN,Yes,65be552ceed6a0595fa1feb5,Knowledgeable,Moderately important,Yes,Often,Yes,"Encryption,Data backups,Anti-virus software,Employee training,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Sometimes,Annually,A little,A little,A moderate amount,Somewhat adequate,Less frequently,3,2,4,1,5,Weekly,Ease of use,No,No,,,,,,Once a year,"Yes, I know exactly where they are",Very familiar,"Yes, they are somewhat effective",3,5,2,1,4,No,,,,Yes,,,Relevant,Moderately,Moderately,No,Somewhat confident,Annually,"Yes, with all my devices",Always,Rarely,No,No,Yes,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",No,No,Once a year,Yes,Yes,24,Latvian,Female,Education,26-50,Other,less than 1 year,More than 20 years,65be552ceed6a0595fa1feb5
155,2024-09-30 17:34:31,2024-09-30 17:39:35,IP Address,212.106.24.55,100,303,True,2024-09-30 17:39:35,R_27gwt1LhzE4wPCh,53.1288,17.9699,anonymous,EN,Yes,66f6cdb2351ce7be5dec3d63,Not very knowledgeable,Moderately important,Yes,Never,Yes,"Anti-virus software,Password Manager",,Somewhat unlikely,About half the time,Biannually,A moderate amount,A little,A little,Somewhat inadequate,Less frequently,3,2,1,5,4,Rarely,Integration with other tools,Yes,I don't know,,,,,,Once a year,"No, I don't know where they are",Neutral,Neutral,3,5,1,2,4,Yes,Yes,Often,No,I Don't Know,"Yes, willingly",Annually,,,,Yes,Not very confident,Every few months,"No, only private networks",Rarely,Often,Yes,No,No,Ignore,I don't know,I don't know,Monthly,Yes,Yes,27,Poland,Male,Finance and Banking,26-50,Sales & Marketing,1-3 years,1 - 3 years,66f6cdb2351ce7be5dec3d63
